url,source,http_status,final_url,is_redirect,redirect_type,is_error,notes,associated_campaigns,total_historical_spend,total_historical_clicks
https://naturesseed.com/pasture-seed/alpaca-llama-pastures/,ad_copy,200,https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/alpaca-llama-pastures/ -> 200:https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/,Search | Categories (Top) | ROAS; Search | Animal Seed (Broad) | ROAS; Search | Pasture Seed (Broad) | ROAS,900.27,462
https://naturesseed.com/pasture-seed/cattle-pastures/,ad_copy,200,https://naturesseed.com/products/pasture-seed/cattle-pasture-seed/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/cattle-pastures/ -> 200:https://naturesseed.com/products/pasture-seed/cattle-pasture-seed/,Search | Categories (Top) | ROAS; Search | Pasture Seed (Broad) | ROAS; Search | Animal Seed (Broad) | ROAS,3769.26,4809
https://naturesseed.com/pasture-seed/cattle-pastures/beef-cattle-forage/,ad_copy,200,https://naturesseed.com/products/pasture-seed/cattle-pasture-seed/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/cattle-pastures/beef-cattle-forage/ -> 200:https://naturesseed.com/products/pasture-seed/cattle-pasture-seed/,Search | Animal Seed (Broad) | ROAS; Search | Pasture Seed (Broad) | ROAS,2421.00,1231
https://naturesseed.com/pasture-seed/goat-pastures/,ad_copy,200,https://naturesseed.com/products/pasture-seed/goat-pastures-seed/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/goat-pastures/ -> 200:https://naturesseed.com/products/pasture-seed/goat-pastures-seed/,Search | Categories (Top) | ROAS; Search | Pasture Seed (Broad) | ROAS; Search | Animal Seed (Broad) | ROAS,2212.23,2097
https://naturesseed.com/pasture-seed/horse-pastures/,ad_copy,200,https://naturesseed.com/products/pasture-seed/horse-pastures-seed/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/horse-pastures/ -> 200:https://naturesseed.com/products/pasture-seed/horse-pastures-seed/,Search | Categories (Top) | ROAS; Search | Animal Seed (Broad) | ROAS; Search | Pasture Seed (Broad) | ROAS,12535.47,8024
https://naturesseed.com/pasture-seed/pig-pastures/,ad_copy,200,https://naturesseed.com/products/pasture-seed/pig-pasture-forage-mix/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/pig-pastures/ -> 200:https://naturesseed.com/products/pasture-seed/pig-pasture-forage-mix/,Search | Categories (Top) | ROAS; Search | Pasture Seed (Broad) | ROAS; Search | Animal Seed (Broad) | ROAS,300.86,427
https://naturesseed.com/pasture-seed/poultry-pastures/,ad_copy,200,https://naturesseed.com/products/pasture-seed/poultry-forage-mix/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/poultry-pastures/ -> 200:https://naturesseed.com/products/pasture-seed/poultry-forage-mix/,Search | Categories (Top) | ROAS; Search | Pasture Seed (Broad) | ROAS; Search | Animal Seed (Broad) | ROAS,3232.88,2787
https://naturesseed.com/pasture-seed/sheep-pastures/,ad_copy,200,https://naturesseed.com/products/pasture-seed/sheep-pastures-seed/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/sheep-pastures/ -> 200:https://naturesseed.com/products/pasture-seed/sheep-pastures-seed/,Search | Categories (Top) | ROAS; Search | Animal Seed (Broad) | ROAS; Search | Pasture Seed (Broad) | ROAS,2916.07,2283
https://naturesseed.com/product/alpaca-llama-pasture-forage-mix/,ad_copy,200,https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/,True,301,False,Redirect chain: 301:https://naturesseed.com/product/alpaca-llama-pasture-forage-mix/ -> 301:https://naturesseed.com/products/pasture-seeds/alpaca-llama-pasture-forage-mix/ -> 200:https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/,Search | Pasture | Exact; Search | Pasture Seed (Broad) | ROAS; Search | Animal Seed (Broad) | ROAS,199.91,86
https://naturesseed.com/product/big-game-food-plot-forage-mix/,ad_copy,200,https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,True,301,False,Redirect chain: 301:https://naturesseed.com/product/big-game-food-plot-forage-mix/ -> 301:https://naturesseed.com/products/pasture-seeds/big-game-food-plot-forage-mix/ -> 200:https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,Search | Pasture Seed (Broad) | ROAS; Search | Animal Seed (Broad) | ROAS,,
https://naturesseed.com/product/cattle-dairy-cow-pasture-mix-cold-warm-season,ad_copy,200,https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-cold-warm-season/,True,301,False,Redirect chain: 301:https://naturesseed.com/product/cattle-dairy-cow-pasture-mix-cold-warm-season -> 301:https://naturesseed.com/products/pasture-seeds/cattle-dairy-cow-pasture-mix-cold-warm-season/ -> 200:https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-cold-warm-season/,Search | Pasture | Exact,4583.98,3963
https://naturesseed.com/product/pig-pasture-forage-mix/,ad_copy,200,https://naturesseed.com/products/pasture-seed/pig-pasture-forage-mix/,True,301,False,Redirect chain: 301:https://naturesseed.com/product/pig-pasture-forage-mix/ -> 301:https://naturesseed.com/products/pasture-seeds/pig-pasture-forage-mix/ -> 200:https://naturesseed.com/products/pasture-seed/pig-pasture-forage-mix/,Search | Animal Seed (Broad) | ROAS; Search | Pasture Seed (Broad) | ROAS,193.73,116
https://naturesseed.com/product/sheep-pasture-forage-mix-transitional,ad_copy,200,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-transitional/,True,301,False,Redirect chain: 301:https://naturesseed.com/product/sheep-pasture-forage-mix-transitional -> 301:https://naturesseed.com/products/pasture-seeds/sheep-pasture-forage-mix-transitional/ -> 200:https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-transitional/,Search | Pasture | Exact,823.25,554
https://naturesseed.com/products/clover-seed/alsike-clover-seed/?variation_id=461579&attribute_size=25+lb+-+Covers+50%2C000+Sq+Ft,merchant_feed,CONN_ERROR,,False,,True,"Connection Error: HTTPSConnectionPool(host='naturesseed.com', port=443): Read timed out.",,,
https://naturesseed.com/products/clover-seed/crimsom-clover-crop-seed/?variation_id=461571&attribute_size=5+lb+-+Covers+10%2C000+Sq+Ft,merchant_feed,TIMEOUT,,False,,True,Timeout after 10s,,,
https://naturesseed.com/products/grass-seed,ad_copy,200,https://naturesseed.com/products/grass-seed/,True,301,False,Redirect chain: 301:https://naturesseed.com/products/grass-seed -> 200:https://naturesseed.com/products/grass-seed/,Search | Lawn - Broad,370.88,130
https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/?variation_id=445855&attribute_size=5+lb+-+Covers+1%2C000+Sq+Ft,merchant_feed,CONN_ERROR,,False,,True,"Connection Error: ('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",,,
https://naturesseed.com/products/pasture-seed/bermudagrass/,base_url_check,200,https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/,True,301,False,Redirect chain: 301:https://naturesseed.com/products/pasture-seed/bermudagrass/ -> 200:https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/,,,
https://naturesseed.com/products/pasture-seed/bermudagrass/?variation_id=446798&attribute_size=25+lb+-+Covers+50%2C000+Sq+Ft,merchant_feed,200,"https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/?variation_id=446798&attribute_size=25%20lb%20-%20Covers%2050,000%20Sq%20Ft",True,301,False,"Redirect chain: 301:https://naturesseed.com/products/pasture-seed/bermudagrass/?variation_id=446798&attribute_size=25+lb+-+Covers+50%2C000+Sq+Ft -> 200:https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/?variation_id=446798&attribute_size=25%20lb%20-%20Covers%2050,000%20Sq%20Ft",,,
https://naturesseed.com/products/pasture-seed/bermudagrass/?variation_id=446799&attribute_size=5+lb+-+Covers+20%2C000+Sq+Ft,merchant_feed,200,"https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/?variation_id=446799&attribute_size=5%20lb%20-%20Covers%2020,000%20Sq%20Ft",True,301,False,"Redirect chain: 301:https://naturesseed.com/products/pasture-seed/bermudagrass/?variation_id=446799&attribute_size=5+lb+-+Covers+20%2C000+Sq+Ft -> 200:https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/?variation_id=446799&attribute_size=5%20lb%20-%20Covers%2020,000%20Sq%20Ft",,,
https://naturesseed.com/products/pasture-seed/bermudagrass/?variation_id=446800&attribute_size=50+lb+-+Covers+100%2C000+Sq+Ft,merchant_feed,200,"https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/?variation_id=446800&attribute_size=50%20lb%20-%20Covers%20100,000%20Sq%20Ft",True,301,False,"Redirect chain: 301:https://naturesseed.com/products/pasture-seed/bermudagrass/?variation_id=446800&attribute_size=50+lb+-+Covers+100%2C000+Sq+Ft -> 200:https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/?variation_id=446800&attribute_size=50%20lb%20-%20Covers%20100,000%20Sq%20Ft",,,
https://naturesseed.com/products/pasture-seed/tortoise-forage-mix/,base_url_check,200,https://naturesseed.com/products/pasture-seed/,True,301,False,Redirect chain: 301:https://naturesseed.com/products/pasture-seed/tortoise-forage-mix/ -> 200:https://naturesseed.com/products/pasture-seed/,,,
https://naturesseed.com/products/pasture-seed/tortoise-forage-mix/?variation_id=446817&attribute_size=10+lb+-+Covers+20%2C000+Sq+Ft,merchant_feed,200,"https://naturesseed.com/products/pasture-seed/?variation_id=446817&attribute_size=10%20lb%20-%20Covers%2020,000%20Sq%20Ft",True,301,False,"Redirect chain: 301:https://naturesseed.com/products/pasture-seed/tortoise-forage-mix/?variation_id=446817&attribute_size=10+lb+-+Covers+20%2C000+Sq+Ft -> 200:https://naturesseed.com/products/pasture-seed/?variation_id=446817&attribute_size=10%20lb%20-%20Covers%2020,000%20Sq%20Ft",,,
https://naturesseed.com/products/pasture-seed/tortoise-forage-mix/?variation_id=446818&attribute_size=2+lb+-+Covers+4%2C000+Sq+Ft,merchant_feed,200,"https://naturesseed.com/products/pasture-seed/?variation_id=446818&attribute_size=2%20lb%20-%20Covers%204,000%20Sq%20Ft",True,301,False,"Redirect chain: 301:https://naturesseed.com/products/pasture-seed/tortoise-forage-mix/?variation_id=446818&attribute_size=2+lb+-+Covers+4%2C000+Sq+Ft -> 200:https://naturesseed.com/products/pasture-seed/?variation_id=446818&attribute_size=2%20lb%20-%20Covers%204,000%20Sq%20Ft",,,
https://naturesseed.com/products/pasture-seed/tortoise-forage-mix/?variation_id=446819&attribute_size=4+lb+-+Covers+8%2C000+Sq+Ft,merchant_feed,200,"https://naturesseed.com/products/pasture-seed/?variation_id=446819&attribute_size=4%20lb%20-%20Covers%208,000%20Sq%20Ft",True,301,False,"Redirect chain: 301:https://naturesseed.com/products/pasture-seed/tortoise-forage-mix/?variation_id=446819&attribute_size=4+lb+-+Covers+8%2C000+Sq+Ft -> 200:https://naturesseed.com/products/pasture-seed/?variation_id=446819&attribute_size=4%20lb%20-%20Covers%208,000%20Sq%20Ft",,,
https://naturesseed.com/products/wildflower-seeds/miniature-lupine/,merchant_feed,200,https://naturesseed.com/products/wildflower-seed/miniature-lupine/,True,301,False,Redirect chain: 301:https://naturesseed.com/products/wildflower-seeds/miniature-lupine/ -> 200:https://naturesseed.com/products/wildflower-seed/miniature-lupine/,,,
https://naturesseed.com/sale/,ad_copy,200,https://naturesseed.com/,True,302,False,Redirect chain: 302:https://naturesseed.com/sale/ -> 200:https://naturesseed.com/,Search | Brand | ROAS; Search | Pasture Seed (Broad) | ROAS; Search | Categories (Top) | ROAS; Search | Animal Seed (Broad) | ROAS,6110.65,2305
https://naturesseed.com/wildflower-seed/,ad_copy,200,https://naturesseed.com/products/wildflower-seed/,True,301,False,Redirect chain: 301:https://naturesseed.com/wildflower-seed/ -> 200:https://naturesseed.com/products/wildflower-seed/,Search | Categories (Top) | ROAS; Search | Pasture Seed (Broad) | ROAS; Search | Animal Seed (Broad) | ROAS,3361.78,2635
https://www.naturesseed.com,ad_copy,200,https://naturesseed.com/,True,301,False,Redirect chain: 301:https://www.naturesseed.com/ -> 200:https://naturesseed.com/,Remarketing; Placements (D),,
https://www.naturesseed.com/,ad_copy,200,https://naturesseed.com/,True,301,False,Redirect chain: 301:https://www.naturesseed.com/ -> 200:https://naturesseed.com/,Search | Brand | ROAS; California | Search | Best Grass Seed; Max Conversion Value,5453.95,1985
https://www.naturesseed.com/?cid=TC::AW,ad_copy,200,https://naturesseed.com/?cid=TC%3A%3AAW,True,301,False,Redirect chain: 301:https://www.naturesseed.com/?cid=TC::AW -> 301:https://naturesseed.com/?cid=TC::AW -> 200:https://naturesseed.com/?cid=TC%3A%3AAW,Search | Brand | ROAS,,
https://www.naturesseed.com/african-daisy,ad_copy,404,https://naturesseed.com/african-daisy/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/alkali-barley,ad_copy,404,https://naturesseed.com/alkali-barley/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/alkali-sacaton,ad_copy,404,https://naturesseed.com/alkali-sacaton/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/alsike-clover,ad_copy,404,https://naturesseed.com/alsike-clover/,True,301,True,HTTP 404 error,US | Search | Product Ads,20.70,14
https://www.naturesseed.com/am-120-standard-mycorrhizal-inoculant,ad_copy,200,https://naturesseed.com/products/planting-aids/am-120-standard-mycorrhizal-inoculant/,True,301,False,Redirect chain: 301:https://www.naturesseed.com/am-120-standard-mycorrhizal-inoculant -> 200:https://naturesseed.com/products/planting-aids/am-120-standard-mycorrhizal-inoculant/,US | Search | Product Ads,,
https://www.naturesseed.com/amity-tall-fescue,ad_copy,404,https://naturesseed.com/amity-tall-fescue/,True,301,True,HTTP 404 error,US | Search | Product Ads,4.57,3
https://www.naturesseed.com/annual-ryegrass,ad_copy,404,https://naturesseed.com/annual-ryegrass/,True,301,True,HTTP 404 error,US | Search | Product Ads,31.73,18
https://www.naturesseed.com/annual-sunflower,ad_copy,404,https://naturesseed.com/annual-sunflower/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/annual-wildflower-mix,ad_copy,404,https://naturesseed.com/annual-wildflower-mix/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/arizona-fescue,ad_copy,404,https://naturesseed.com/arizona-fescue/,True,301,True,HTTP 404 error,US | Search | Product Ads,3.61,3
https://www.naturesseed.com/arizona-lupine,ad_copy,404,https://naturesseed.com/arizona-lupine/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/arizona-poppy,ad_copy,404,https://naturesseed.com/arizona-poppy/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/arrowleaf-balsamroot,ad_copy,404,https://naturesseed.com/arrowleaf-balsamroot/,True,301,True,HTTP 404 error,US | Search | Product Ads,1.41,1
https://www.naturesseed.com/arroyo-lupine,ad_copy,404,https://naturesseed.com/arroyo-lupine/,True,301,True,HTTP 404 error,US | Search | Product Ads,4.58,2
https://www.naturesseed.com/aspen-daisy,ad_copy,404,https://naturesseed.com/aspen-daisy/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/baby-blue-eyes,ad_copy,404,https://naturesseed.com/baby-blue-eyes/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/baby-s-breath,ad_copy,404,https://naturesseed.com/baby-s-breath/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/baby-snapdragon,ad_copy,404,https://naturesseed.com/baby-snapdragon/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/bachelor-button,ad_copy,404,https://naturesseed.com/bachelor-button/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/bahia-grass-seed-blend,ad_copy,404,https://naturesseed.com/bahia-grass-seed-blend/,True,301,True,HTTP 404 error,US | Search | Product Ads,41.26,24
https://www.naturesseed.com/bay-area-wildflower-mix,ad_copy,404,https://naturesseed.com/bay-area-wildflower-mix/,True,301,True,HTTP 404 error,US | Search | Product Ads,2.35,3
https://www.naturesseed.com/bee-pollinator-mix,ad_copy,404,https://naturesseed.com/bee-pollinator-mix/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/bermudagrass-seed-blend,ad_copy,404,https://naturesseed.com/bermudagrass-seed-blend/,True,301,True,HTTP 404 error,US | Search | Product Ads,46.85,37
https://www.naturesseed.com/big-bluegrass,ad_copy,404,https://naturesseed.com/big-bluegrass/,True,301,True,HTTP 404 error,US | Search | Product Ads,2.35,2
https://www.naturesseed.com/big-bluestem,ad_copy,404,https://naturesseed.com/big-bluestem/,True,301,True,HTTP 404 error,US | Search | Product Ads,304.96,288
https://www.naturesseed.com/big-squirreltail,ad_copy,404,https://naturesseed.com/big-squirreltail/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/bird-s-eye-gilia,ad_copy,404,https://naturesseed.com/bird-s-eye-gilia/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/birdsfoot-trefoil,ad_copy,404,https://naturesseed.com/birdsfoot-trefoil/,True,301,True,HTTP 404 error,US | Search | Product Ads,4.51,5
https://www.naturesseed.com/black-eyed-susan,ad_copy,404,https://naturesseed.com/black-eyed-susan/,True,301,True,HTTP 404 error,US | Search | Product Ads,22.61,10
https://www.naturesseed.com/black-sage,ad_copy,404,https://naturesseed.com/black-sage/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/blando-brome-grass,ad_copy,404,https://naturesseed.com/blando-brome-grass/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/blanket-flower,ad_copy,404,https://naturesseed.com/blanket-flower/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/blue-eyed-grass,ad_copy,404,https://naturesseed.com/blue-eyed-grass/,True,301,True,HTTP 404 error,US | Search | Product Ads,3.86,5
https://www.naturesseed.com/blue-grama,ad_copy,404,https://naturesseed.com/blue-grama/,True,301,True,HTTP 404 error,US | Search | Product Ads,7.90,7
https://www.naturesseed.com/blue-mountain-penstemon,ad_copy,404,https://naturesseed.com/blue-mountain-penstemon/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/blue-wildrye,ad_copy,404,https://naturesseed.com/blue-wildrye/,True,301,True,HTTP 404 error,US | Search | Product Ads,1.79,2
https://www.naturesseed.com/bluebunch-wheatgrass,ad_copy,404,https://naturesseed.com/bluebunch-wheatgrass/,True,301,True,HTTP 404 error,US | Search | Product Ads,4.18,5
https://www.naturesseed.com/bottlebrush-squirreltail,ad_copy,404,https://naturesseed.com/bottlebrush-squirreltail/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/buffalograss-seed-blend,ad_copy,404,https://naturesseed.com/buffalograss-seed-blend/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/butterfly-milkweed,ad_copy,404,https://naturesseed.com/butterfly-milkweed/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/butterfly-pollinator-mix,ad_copy,404,https://naturesseed.com/butterfly-pollinator-mix/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/california-and-more-wildflower-mix,ad_copy,404,https://naturesseed.com/california-and-more-wildflower-mix/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/california-barley,ad_copy,404,https://naturesseed.com/california-barley/,True,301,True,HTTP 404 error,US | Search | Product Ads,2.40,2
https://www.naturesseed.com/california-bluebell,ad_copy,404,https://naturesseed.com/california-bluebell/,True,301,True,HTTP 404 error,US | Search | Product Ads,0.96,1
https://www.naturesseed.com/california-brome-grass,ad_copy,404,https://naturesseed.com/california-brome-grass/,True,301,True,HTTP 404 error,US | Search | Product Ads,0.82,1
https://www.naturesseed.com/california-buckwheat,ad_copy,404,https://naturesseed.com/california-buckwheat/,True,301,True,HTTP 404 error,US | Search | Product Ads,10.32,8
https://www.naturesseed.com/california-bush-sunflower,ad_copy,404,https://naturesseed.com/california-bush-sunflower/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/california-coastal-native-wildflower-mix,ad_copy,404,https://naturesseed.com/california-coastal-native-wildflower-mix/,True,301,True,HTTP 404 error,US | Search | Product Ads,1.19,2
https://www.naturesseed.com/california-erosion-control-mix,ad_copy,404,https://naturesseed.com/california-erosion-control-mix/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/california-goldfields,ad_copy,404,https://naturesseed.com/california-goldfields/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/california-habitat-mix,ad_copy,404,https://naturesseed.com/california-habitat-mix/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/california-melic,ad_copy,404,https://naturesseed.com/california-melic/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/california-native-erosion-control-mix,ad_copy,404,https://naturesseed.com/california-native-erosion-control-mix/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/california-native-pollinator-wildflower-mix,ad_copy,404,https://naturesseed.com/california-native-pollinator-wildflower-mix/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/california-native-wildflower-mix,ad_copy,404,https://naturesseed.com/california-native-wildflower-mix/,True,301,True,HTTP 404 error,US | Search | Product Ads,10.76,6
https://www.naturesseed.com/california-phacelia,ad_copy,404,https://naturesseed.com/california-phacelia/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/california-poppy,ad_copy,404,https://naturesseed.com/california-poppy/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/california-sagebrush,ad_copy,404,https://naturesseed.com/california-sagebrush/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/canada-bluegrass,ad_copy,404,https://naturesseed.com/canada-bluegrass/,True,301,True,HTTP 404 error,US | Search | Product Ads,2.54,3
https://www.naturesseed.com/canada-goldenrod,ad_copy,404,https://naturesseed.com/canada-goldenrod/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
https://www.naturesseed.com/catalogsearch/result/,base_url_check,404,https://naturesseed.com/catalogsearch/result/,True,301,True,HTTP 404 error,,,
https://www.naturesseed.com/catalogsearch/result/?q=clover,ad_copy,404,https://naturesseed.com/catalogsearch/result/?q=clover,True,301,True,HTTP 404 error,Search | Brand | ROAS; Max Conversion Value,,
https://www.naturesseed.com/catalogsearch/result/?q=perennial+ryegrass,ad_copy,404,https://naturesseed.com/catalogsearch/result/?q=perennial+ryegrass,True,301,True,HTTP 404 error,Perennial Ryegrass (S),,
https://www.naturesseed.com/cattle-spinach,ad_copy,404,https://naturesseed.com/cattle-spinach/,True,301,True,HTTP 404 error,US | Search | Product Ads,2.72,1
https://www.naturesseed.com/central-valley-wildflower-mix,ad_copy,404,https://naturesseed.com/central-valley-wildflower-mix/,True,301,True,HTTP 404 error,US | Search | Product Ads,,
