"id","mpn","Title","description","availability","availability date","expiration date","link","mobile link","image link","price","sale price","sale price effective date","identifier exists","gtin","brand","product highlight","product detail","additional image link","condition","adult","color","size","size type","size system","gender","material","pattern","age group","multipack","is bundle","shipping_weight","unit pricing measure","unit pricing base measure","energy efficiency class","min energy efficiency class","min energy efficiency class","item group id","sell on google quantity","Custom label 0","Custom label 1","Custom label 2","Custom label 3","Custom label 4","Google product category","Product Type","cost_of_goods_sold"
"gla_462892","TURF-TXN-10-LB-KIT","Texas Native Lawn Mix - Low-Water Native Turf Blend - 10 lb, Covers 2,000 sq ft | Nature's Seed","Build a drought-proof Texas lawn with the Texas Native Lawn Mix from Nature's Seed. This 3-species native grass blend is dominated by Buffalograss at 70%, with Blue Grama at 20% and Curly Mesquite at 10%, specifically formulated for Central and West Texas alkaline soils.

Why you'll love this lawn mix
Uses 30-40% less water than Bermuda and other conventional turf grasses
Native 3-species blend built for Texas alkaline soils and extreme heat
Buffalograss-dominant for dense, low-growing turf with excellent wear tolerance
No fertilizer needed once established for truly low-maintenance lawn care
Deep root system survives Texas drought and heat stress naturally
Mow just 2-3 times per season or leave as a natural shortgrass lawn

Ideal for home lawns, commercial landscapes, and municipal turf in USDA Zones 5-9. Plant in late spring when soil temperatures reach 60F or above for best establishment.","in_stock","","","https://naturesseed.com/products/grass-seed/texas-native-lawn-mix/?variation_id=462892&attribute_size=10+lb+-+Covers+2%2C000+Sq+Ft","","https://naturesseed.com/wp-content/uploads/2026/02/Texas-Native-Lawn-Mix.webp","296.09 USD","","","yes","840184629525","Nature's Seed","""3-species native grass blend with 70% Buffalograss for dense, durable turf"",""Uses 30-40% less water than Bermuda and conventional turf grasses"",""Formulated specifically for Central and West Texas alkaline soils"",""No fertilizer required once established for truly low-maintenance care"",""Deep root system withstands Texas drought and extreme summer heat"",""Mow just 2-3 times per season or leave as natural shortgrass lawn""",":Grass type:Native blend,:Growth season:Warm season,:Sun requirement:Full sun,:Drought tolerant:Yes,:Native species:Yes,:Coverage area:2000 sq ft","https://naturesseed.com/wp-content/uploads/2025/07/LawnBag.png","new","no","","","","","","","","","2","no","10 lb","5 lb","1 lb","","","","NS_0106","100","grass-seed","Texas",">200","High Margin","","Home & Garden > Plants > Seeds > Seeds & Seed Tape","Lawn / Turf Seeds > Home Lawn/Yard Grass Seed","131.60 USD"
"gla_462893","TURF-TXN-25-LB-KIT","Texas Native Lawn Mix - Low-Water Native Turf Blend - 25 lb, Covers 5,000 sq ft | Nature's Seed","Build a drought-proof Texas lawn with the Texas Native Lawn Mix from Nature's Seed. This 3-species native grass blend is dominated by Buffalograss at 70%, with Blue Grama at 20% and Curly Mesquite at 10%, specifically formulated for Central and West Texas alkaline soils.

Why you'll love this lawn mix
Uses 30-40% less water than Bermuda and other conventional turf grasses
Native 3-species blend built for Texas alkaline soils and extreme heat
Buffalograss-dominant for dense, low-growing turf with excellent wear tolerance
No fertilizer needed once established for truly low-maintenance lawn care
Deep root system survives Texas drought and heat stress naturally
Mow just 2-3 times per season or leave as a natural shortgrass lawn

Ideal for home lawns, commercial landscapes, and municipal turf in USDA Zones 5-9. Plant in late spring when soil temperatures reach 60F or above for best establishment.","in_stock","","","https://naturesseed.com/products/grass-seed/texas-native-lawn-mix/?variation_id=462893&attribute_size=25+lb+-+Covers+5%2C000+Sq+Ft","","https://naturesseed.com/wp-content/uploads/2026/02/Texas-Native-Lawn-Mix.webp","699.54 USD","","","yes","840184629525","Nature's Seed","""3-species native grass blend with 70% Buffalograss for dense, durable turf"",""Uses 30-40% less water than Bermuda and conventional turf grasses"",""Formulated specifically for Central and West Texas alkaline soils"",""No fertilizer required once established for truly low-maintenance care"",""Deep root system withstands Texas drought and extreme summer heat"",""Mow just 2-3 times per season or leave as natural shortgrass lawn""",":Grass type:Native blend,:Growth season:Warm season,:Sun requirement:Full sun,:Drought tolerant:Yes,:Native species:Yes,:Coverage area:5000 sq ft","https://naturesseed.com/wp-content/uploads/2025/07/LawnBag.png","new","no","","","","","","","","","5","no","25 lb","5 lb","1 lb","","","","NS_0106","100","grass-seed","Texas",">200","High Margin","","Home & Garden > Plants > Seeds > Seeds & Seed Tape","Lawn / Turf Seeds > Home Lawn/Yard Grass Seed","329.00 USD"
"gla_462894","PB-TXPR-10-LB","Texas Native Prairie Mix - Rangeland & Conservation Blend - 10 lb, Covers 40,000 sq ft | Nature's Seed","Restore native Texas prairie with the Texas Native Prairie Mix from Nature's Seed. This 8-species blend combines native grasses and forbs specifically selected for Texas rangeland improvement, prairie restoration, and conservation programs including CRP and EQIP.

Why you'll love this prairie mix
8 native Texas grass and forb species for diverse, resilient prairie establishment
Formulated for Texas rangeland improvement and prairie restoration projects
Deep-rooted native perennials provide excellent erosion control on slopes and disturbed sites
Drought-tolerant species thrive in Texas heat with minimal supplemental irrigation
Qualifies for USDA conservation programs including CRP and EQIP
Supports native wildlife habitat and biodiversity restoration

Ideal for rangeland restoration, conservation programs, highway rights-of-way, and large-scale native habitat projects. Plant at 10 PLS lb per acre. Best results with fall or late-winter dormant seeding.","in_stock","","","https://naturesseed.com/products/pasture-seed/texas-native-prairie-mix/?variation_id=462894&attribute_size=10+lb+-+Covers+40%2C000+Sq+Ft","","https://naturesseed.com/wp-content/uploads/2026/02/Texas-Native-Prairie-Mix.webp","214.99 USD","","","yes","840184629532","Nature's Seed","""8-species native Texas grass and forb blend for prairie restoration"",""Formulated for rangeland improvement and USDA conservation programs (CRP/EQIP)"",""Deep-rooted native perennials provide excellent erosion control"",""Drought-tolerant species thrive in Texas heat with minimal irrigation"",""Supports native wildlife habitat and biodiversity restoration"",""Recommended seeding rate of 10 PLS lb per acre for full coverage""",":Seed type:Seed mix,:Native species:Yes,:Region:Texas,:Use case:Prairie restoration and conservation,:Coverage area:40000 sq ft","https://naturesseed.com/wp-content/uploads/2025/05/NS-Pasture-Seed-Large-bag.jpg","new","no","","","","","","","","","","no","10 lb","10 lb","1 lb","","","","NS_0107","100","specialty","Texas",">200","High Margin","","Home & Garden > Plants > Seeds > Seeds & Seed Tape","Specialty Seeds > Regional Specialty Seed Mix > Texas Specialty Seed Mix","85.90 USD"
"gla_462895","PB-TXPR-20-LB-KIT","Texas Native Prairie Mix - Rangeland & Conservation Blend - 20 lb, Covers 80,000 sq ft | Nature's Seed","Restore native Texas prairie with the Texas Native Prairie Mix from Nature's Seed. This 8-species blend combines native grasses and forbs specifically selected for Texas rangeland improvement, prairie restoration, and conservation programs including CRP and EQIP.

Why you'll love this prairie mix
8 native Texas grass and forb species for diverse, resilient prairie establishment
Formulated for Texas rangeland improvement and prairie restoration projects
Deep-rooted native perennials provide excellent erosion control on slopes and disturbed sites
Drought-tolerant species thrive in Texas heat with minimal supplemental irrigation
Qualifies for USDA conservation programs including CRP and EQIP
Supports native wildlife habitat and biodiversity restoration

Ideal for rangeland restoration, conservation programs, highway rights-of-way, and large-scale native habitat projects. Plant at 10 PLS lb per acre. Best results with fall or late-winter dormant seeding.","in_stock","","","https://naturesseed.com/products/pasture-seed/texas-native-prairie-mix/?variation_id=462895&attribute_size=20+lb+-+Covers+80%2C000+Sq+Ft","","https://naturesseed.com/wp-content/uploads/2026/02/Texas-Native-Prairie-Mix.webp","386.99 USD","","","yes","840184629532","Nature's Seed","""8-species native Texas grass and forb blend for prairie restoration"",""Formulated for rangeland improvement and USDA conservation programs (CRP/EQIP)"",""Deep-rooted native perennials provide excellent erosion control"",""Drought-tolerant species thrive in Texas heat with minimal irrigation"",""Supports native wildlife habitat and biodiversity restoration"",""Recommended seeding rate of 10 PLS lb per acre for full coverage""",":Seed type:Seed mix,:Native species:Yes,:Region:Texas,:Use case:Prairie restoration and conservation,:Coverage area:80000 sq ft","https://naturesseed.com/wp-content/uploads/2025/05/NS-Pasture-Seed-Large-bag.jpg","new","no","","","","","","","","","2","no","20 lb","10 lb","1 lb","","","","NS_0107","100","specialty","Texas",">200","High Margin","","Home & Garden > Plants > Seeds > Seeds & Seed Tape","Specialty Seeds > Regional Specialty Seed Mix > Texas Specialty Seed Mix","171.80 USD"
"gla_462896","PB-TXPR-50-LB-KIT","Texas Native Prairie Mix - Rangeland & Conservation Blend - 50 lb, Covers 200,000 sq ft | Nature's Seed","Restore native Texas prairie with the Texas Native Prairie Mix from Nature's Seed. This 8-species blend combines native grasses and forbs specifically selected for Texas rangeland improvement, prairie restoration, and conservation programs including CRP and EQIP.

Why you'll love this prairie mix
8 native Texas grass and forb species for diverse, resilient prairie establishment
Formulated for Texas rangeland improvement and prairie restoration projects
Deep-rooted native perennials provide excellent erosion control on slopes and disturbed sites
Drought-tolerant species thrive in Texas heat with minimal supplemental irrigation
Qualifies for USDA conservation programs including CRP and EQIP
Supports native wildlife habitat and biodiversity restoration

Ideal for rangeland restoration, conservation programs, highway rights-of-way, and large-scale native habitat projects. Plant at 10 PLS lb per acre. Best results with fall or late-winter dormant seeding.","in_stock","","","https://naturesseed.com/products/pasture-seed/texas-native-prairie-mix/?variation_id=462896&attribute_size=50+lb+-+Covers+200%2C000+Sq+Ft","","https://naturesseed.com/wp-content/uploads/2026/02/Texas-Native-Prairie-Mix.webp","912.89 USD","","","yes","840184629532","Nature's Seed","""8-species native Texas grass and forb blend for prairie restoration"",""Formulated for rangeland improvement and USDA conservation programs (CRP/EQIP)"",""Deep-rooted native perennials provide excellent erosion control"",""Drought-tolerant species thrive in Texas heat with minimal irrigation"",""Supports native wildlife habitat and biodiversity restoration"",""Recommended seeding rate of 10 PLS lb per acre for full coverage""",":Seed type:Seed mix,:Native species:Yes,:Region:Texas,:Use case:Prairie restoration and conservation,:Coverage area:200000 sq ft","https://naturesseed.com/wp-content/uploads/2025/05/NS-Pasture-Seed-Large-bag.jpg","new","no","","","","","","","","","5","no","50 lb","10 lb","1 lb","","","","NS_0107","100","specialty","Texas",">200","High Margin","","Home & Garden > Plants > Seeds > Seeds & Seed Tape","Specialty Seeds > Regional Specialty Seed Mix > Texas Specialty Seed Mix","429.50 USD"
"gla_462897","W-OESP-0.25-LB","Mexican Primrose (Pinkladies) - Native Texas Pink Wildflower - 0.25 lb, Covers 750 sq ft | Nature's Seed","Add iconic Texas pink roadside color to your landscape with Mexican Primrose (Oenothera speciosa) from Nature's Seed. Also known as Pinkladies, this native perennial creates spreading carpets of delicate pink blooms from April through October across Texas roadsides and meadows.

Why you'll love Mexican Primrose
Native Texas perennial that creates sweeping carpets of soft pink blooms
Extended bloom period from April through October for months of color
Extremely drought-tolerant once established, requiring no supplemental water
Thrives in poor, sandy, and rocky Texas soils where other flowers struggle
Spreads via rhizomes and self-seeding for reliable coverage expansion
Attracts butterflies, bees, and other beneficial pollinators

Perfect for meadows, xeriscapes, roadsides, and open natural areas. Surface sow seeds in fall for best spring establishment. Note: vigorous spreader best suited to open areas, not manicured garden beds.","in_stock","","","https://naturesseed.com/products/wildflower-seed/pink-evening-primrose-seeds/?variation_id=462897&attribute_size=0.25+lb+-+Covers+750+Sq+Ft","","https://naturesseed.com/wp-content/uploads/2026/02/Mexican-Primrose-pinkladies.webp","13.99 USD","","","yes","840184626265","Nature's Seed","""Iconic Texas roadside wildflower with delicate pink blooms April through October"",""Native perennial that spreads via rhizomes for expanding ground coverage"",""Extremely drought-tolerant once established with zero supplemental water needed"",""Thrives in poor, sandy, and rocky soils where other wildflowers struggle"",""Simple surface-sow planting with no soil preparation required"",""Attracts butterflies, bees, and beneficial pollinators to your landscape""",":Seed type:Single species,:Native species:Yes,:Region:Texas,:Sun requirement:Full sun,:Bloom period:April through October,:Coverage area:750 sq ft","https://naturesseed.com/wp-content/uploads/2023/08/bag5_6.png","new","no","","","","","","","","","","no","0.25 lb","0.25 lb","1 lb","","","","NS_0108","100","wildflower","Texas","<50","High Margin","","Home & Garden > Plants > Seeds > Seeds & Seed Tape","Wildflower Seeds > Single Species Wildflower","5.43 USD"
"gla_462898","W-OESP-0.5-LB-KIT","Mexican Primrose (Pinkladies) - Native Texas Pink Wildflower - 0.5 lb, Covers 1,500 sq ft | Nature's Seed","Add iconic Texas pink roadside color to your landscape with Mexican Primrose (Oenothera speciosa) from Nature's Seed. Also known as Pinkladies, this native perennial creates spreading carpets of delicate pink blooms from April through October across Texas roadsides and meadows.

Why you'll love Mexican Primrose
Native Texas perennial that creates sweeping carpets of soft pink blooms
Extended bloom period from April through October for months of color
Extremely drought-tolerant once established, requiring no supplemental water
Thrives in poor, sandy, and rocky Texas soils where other flowers struggle
Spreads via rhizomes and self-seeding for reliable coverage expansion
Attracts butterflies, bees, and other beneficial pollinators

Perfect for meadows, xeriscapes, roadsides, and open natural areas. Surface sow seeds in fall for best spring establishment. Note: vigorous spreader best suited to open areas, not manicured garden beds.","in_stock","","","https://naturesseed.com/products/wildflower-seed/pink-evening-primrose-seeds/?variation_id=462898&attribute_size=0.5+lb+-+Covers+1%2C500+Sq+Ft","","https://naturesseed.com/wp-content/uploads/2026/02/Mexican-Primrose-pinkladies.webp","25.19 USD","","","yes","840184626265","Nature's Seed","""Iconic Texas roadside wildflower with delicate pink blooms April through October"",""Native perennial that spreads via rhizomes for expanding ground coverage"",""Extremely drought-tolerant once established with zero supplemental water needed"",""Thrives in poor, sandy, and rocky soils where other wildflowers struggle"",""Simple surface-sow planting with no soil preparation required"",""Attracts butterflies, bees, and beneficial pollinators to your landscape""",":Seed type:Single species,:Native species:Yes,:Region:Texas,:Sun requirement:Full sun,:Bloom period:April through October,:Coverage area:1500 sq ft","https://naturesseed.com/wp-content/uploads/2023/08/bag5_6.png","new","no","","","","","","","","","2","no","0.5 lb","0.25 lb","1 lb","","","","NS_0108","100","wildflower","Texas","<50","High Margin","","Home & Garden > Plants > Seeds > Seeds & Seed Tape","Wildflower Seeds > Single Species Wildflower","10.85 USD"
"gla_462899","W-OESP-1-LB-KIT","Mexican Primrose (Pinkladies) - Native Texas Pink Wildflower - 1 lb, Covers 3,000 sq ft | Nature's Seed","Add iconic Texas pink roadside color to your landscape with Mexican Primrose (Oenothera speciosa) from Nature's Seed. Also known as Pinkladies, this native perennial creates spreading carpets of delicate pink blooms from April through October across Texas roadsides and meadows.

Why you'll love Mexican Primrose
Native Texas perennial that creates sweeping carpets of soft pink blooms
Extended bloom period from April through October for months of color
Extremely drought-tolerant once established, requiring no supplemental water
Thrives in poor, sandy, and rocky Texas soils where other flowers struggle
Spreads via rhizomes and self-seeding for reliable coverage expansion
Attracts butterflies, bees, and other beneficial pollinators

Perfect for meadows, xeriscapes, roadsides, and open natural areas. Surface sow seeds in fall for best spring establishment. Note: vigorous spreader best suited to open areas, not manicured garden beds.","in_stock","","","https://naturesseed.com/products/wildflower-seed/pink-evening-primrose-seeds/?variation_id=462899&attribute_size=1+lb+-+Covers+3%2C000+Sq+Ft","","https://naturesseed.com/wp-content/uploads/2026/02/Mexican-Primrose-pinkladies.webp","46.74 USD","","","yes","840184626265","Nature's Seed","""Iconic Texas roadside wildflower with delicate pink blooms April through October"",""Native perennial that spreads via rhizomes for expanding ground coverage"",""Extremely drought-tolerant once established with zero supplemental water needed"",""Thrives in poor, sandy, and rocky soils where other wildflowers struggle"",""Simple surface-sow planting with no soil preparation required"",""Attracts butterflies, bees, and beneficial pollinators to your landscape""",":Seed type:Single species,:Native species:Yes,:Region:Texas,:Sun requirement:Full sun,:Bloom period:April through October,:Coverage area:3000 sq ft","https://naturesseed.com/wp-content/uploads/2023/08/bag5_6.png","new","no","","","","","","","","","4","no","1 lb","0.25 lb","1 lb","","","","NS_0108","100","wildflower","Texas","<50","High Margin","","Home & Garden > Plants > Seeds > Seeds & Seed Tape","Wildflower Seeds > Single Species Wildflower","21.70 USD"
"gla_462900","W-PHDR-0.25-LB","Drummond Phlox Seeds - Texas-Native Annual Wildflower - 0.25 lb, Covers 1,000 sq ft | Nature's Seed","Add multicolor spring beauty to your Texas landscape with Drummond Phlox Seeds (Phlox drummondii) from Nature's Seed. The only annual phlox species native to Texas, Drummond Phlox produces vibrant clusters of red, pink, purple, and white blooms from March through May.

Why you'll love Drummond Phlox
The only annual phlox native to Texas with multicolor blooms in red, pink, purple, and white
Perfect bluebonnet companion plant with identical growing requirements
Easy fall planting produces reliable spring color from March through May
Thrives in full sun to partial shade with well-drained, slightly acidic soil
Self-seeding annual returns each spring with minimal effort
Compact 6-12 inch height ideal for borders, beds, and meadow plantings

Ideal for wildflower meadows, borders, rock gardens, and companion planting with Texas Bluebonnets. Plant seeds in fall (September through December) at 0.25 lb per 1,000 sq ft. Cover lightly as seeds require darkness for germination.","in_stock","","","https://naturesseed.com/products/wildflower-seed/drummond-phlox-seeds/?variation_id=462900&attribute_size=0.25+lb+-+Covers+1%2C000+Sq+Ft","","https://naturesseed.com/wp-content/uploads/2026/02/Drummond-Phlox-Seeds.webp","10.99 USD","","","yes","840184626838","Nature's Seed","""Only annual phlox species native to Texas with stunning multicolor blooms"",""Perfect companion plant for Texas Bluebonnets with identical growing needs"",""Vibrant red, pink, purple, and white flower clusters from March through May"",""Thrives in full sun to partial shade in well-drained Texas soils"",""Self-seeding annual that returns reliably with minimal maintenance"",""Compact 6-12 inch height perfect for borders, beds, and meadow plantings""",":Seed type:Single species,:Native species:Yes,:Region:Texas,:Sun requirement:Full sun to partial shade,:Bloom period:March through May,:Coverage area:1000 sq ft","https://naturesseed.com/wp-content/uploads/2025/07/WildflowerBag-2.png","new","no","","","","","","","","","","no","0.25 lb","0.25 lb","1 lb","","","","NS_0109","100","wildflower","Texas","<50","High Margin","","Home & Garden > Plants > Seeds > Seeds & Seed Tape","Wildflower Seeds > Single Species Wildflower","4.16 USD"
"gla_462901","W-PHDR-0.5-LB-KIT","Drummond Phlox Seeds - Texas-Native Annual Wildflower - 0.5 lb, Covers 2,000 sq ft | Nature's Seed","Add multicolor spring beauty to your Texas landscape with Drummond Phlox Seeds (Phlox drummondii) from Nature's Seed. The only annual phlox species native to Texas, Drummond Phlox produces vibrant clusters of red, pink, purple, and white blooms from March through May.

Why you'll love Drummond Phlox
The only annual phlox native to Texas with multicolor blooms in red, pink, purple, and white
Perfect bluebonnet companion plant with identical growing requirements
Easy fall planting produces reliable spring color from March through May
Thrives in full sun to partial shade with well-drained, slightly acidic soil
Self-seeding annual returns each spring with minimal effort
Compact 6-12 inch height ideal for borders, beds, and meadow plantings

Ideal for wildflower meadows, borders, rock gardens, and companion planting with Texas Bluebonnets. Plant seeds in fall (September through December) at 0.25 lb per 1,000 sq ft. Cover lightly as seeds require darkness for germination.","in_stock","","","https://naturesseed.com/products/wildflower-seed/drummond-phlox-seeds/?variation_id=462901&attribute_size=0.5+lb+-+Covers+2%2C000+Sq+Ft","","https://naturesseed.com/wp-content/uploads/2026/02/Drummond-Phlox-Seeds.webp","18.89 USD","","","yes","840184626838","Nature's Seed","""Only annual phlox species native to Texas with stunning multicolor blooms"",""Perfect companion plant for Texas Bluebonnets with identical growing needs"",""Vibrant red, pink, purple, and white flower clusters from March through May"",""Thrives in full sun to partial shade in well-drained Texas soils"",""Self-seeding annual that returns reliably with minimal maintenance"",""Compact 6-12 inch height perfect for borders, beds, and meadow plantings""",":Seed type:Single species,:Native species:Yes,:Region:Texas,:Sun requirement:Full sun to partial shade,:Bloom period:March through May,:Coverage area:2000 sq ft","https://naturesseed.com/wp-content/uploads/2025/07/WildflowerBag-2.png","new","no","","","","","","","","","2","no","0.5 lb","0.25 lb","1 lb","","","","NS_0109","100","wildflower","Texas","<50","High Margin","","Home & Garden > Plants > Seeds > Seeds & Seed Tape","Wildflower Seeds > Single Species Wildflower","8.32 USD"
"gla_462902","W-PHDR-1-LB-KIT","Drummond Phlox Seeds - Texas-Native Annual Wildflower - 1 lb, Covers 4,000 sq ft | Nature's Seed","Add multicolor spring beauty to your Texas landscape with Drummond Phlox Seeds (Phlox drummondii) from Nature's Seed. The only annual phlox species native to Texas, Drummond Phlox produces vibrant clusters of red, pink, purple, and white blooms from March through May.

Why you'll love Drummond Phlox
The only annual phlox native to Texas with multicolor blooms in red, pink, purple, and white
Perfect bluebonnet companion plant with identical growing requirements
Easy fall planting produces reliable spring color from March through May
Thrives in full sun to partial shade with well-drained, slightly acidic soil
Self-seeding annual returns each spring with minimal effort
Compact 6-12 inch height ideal for borders, beds, and meadow plantings

Ideal for wildflower meadows, borders, rock gardens, and companion planting with Texas Bluebonnets. Plant seeds in fall (September through December) at 0.25 lb per 1,000 sq ft. Cover lightly as seeds require darkness for germination.","in_stock","","","https://naturesseed.com/products/wildflower-seed/drummond-phlox-seeds/?variation_id=462902&attribute_size=1+lb+-+Covers+4%2C000+Sq+Ft","","https://naturesseed.com/wp-content/uploads/2026/02/Drummond-Phlox-Seeds.webp","35.69 USD","","","yes","840184626838","Nature's Seed","""Only annual phlox species native to Texas with stunning multicolor blooms"",""Perfect companion plant for Texas Bluebonnets with identical growing needs"",""Vibrant red, pink, purple, and white flower clusters from March through May"",""Thrives in full sun to partial shade in well-drained Texas soils"",""Self-seeding annual that returns reliably with minimal maintenance"",""Compact 6-12 inch height perfect for borders, beds, and meadow plantings""",":Seed type:Single species,:Native species:Yes,:Region:Texas,:Sun requirement:Full sun to partial shade,:Bloom period:March through May,:Coverage area:4000 sq ft","https://naturesseed.com/wp-content/uploads/2025/07/WildflowerBag-2.png","new","no","","","","","","","","","4","no","1 lb","0.25 lb","1 lb","","","","NS_0109","100","wildflower","Texas","<50","High Margin","","Home & Garden > Plants > Seeds > Seeds & Seed Tape","Wildflower Seeds > Single Species Wildflower","16.63 USD"
