content_id,title,url,rule_name,severity,snippet,suggested_action
1,"How to Overseed Pasture Seed for a Healthier, More Productive Field",https://naturesseed.com/?p=444495,SchemaGapRule,info,No JSON-LD structured data,Add Article or HowTo JSON-LD schema markup
2,Soil Preparation for Pasture Seeding: Set the Stage for Healthy Growth,https://naturesseed.com/?p=444490,DeadInternalLinkRule,critical,https://naturesseed.com/,Fix or remove broken internal link to https://naturesseed.com/
2,Soil Preparation for Pasture Seeding: Set the Stage for Healthy Growth,https://naturesseed.com/?p=444490,DeadInternalLinkRule,critical,https://naturesseed.com/pasture-seed/,Fix or remove broken internal link to https://naturesseed.com/pasture-seed/
2,Soil Preparation for Pasture Seeding: Set the Stage for Healthy Growth,https://naturesseed.com/?p=444490,SchemaGapRule,info,No <h1> tag found,Add an H1 heading that includes the target keyword
2,Soil Preparation for Pasture Seeding: Set the Stage for Healthy Growth,https://naturesseed.com/?p=444490,SchemaGapRule,info,No JSON-LD structured data,Add Article or HowTo JSON-LD schema markup
3,Pasture Maintenance Tips: How to Keep Your Forage Healthy Year-Round,https://naturesseed.com/?p=444487,DeadInternalLinkRule,critical,https://naturesseed.com/pasture-seed/,Fix or remove broken internal link to https://naturesseed.com/pasture-seed/
3,Pasture Maintenance Tips: How to Keep Your Forage Healthy Year-Round,https://naturesseed.com/?p=444487,DeadInternalLinkRule,critical,https://naturesseed.com,Fix or remove broken internal link to https://naturesseed.com
3,Pasture Maintenance Tips: How to Keep Your Forage Healthy Year-Round,https://naturesseed.com/?p=444487,SchemaGapRule,info,No <h1> tag found,Add an H1 heading that includes the target keyword
3,Pasture Maintenance Tips: How to Keep Your Forage Healthy Year-Round,https://naturesseed.com/?p=444487,SchemaGapRule,info,No JSON-LD structured data,Add Article or HowTo JSON-LD schema markup
4,Common Pasture Weeds: Identification and Control Strategies,https://naturesseed.com/?p=444484,DeadInternalLinkRule,critical,https://naturesseed.com/pasture-seed/,Fix or remove broken internal link to https://naturesseed.com/pasture-seed/
4,Common Pasture Weeds: Identification and Control Strategies,https://naturesseed.com/?p=444484,DiscontinuedProductRule,critical,"...vestock — As long as the plants are non-toxic, you can use goats for brush control, sheep for a variety of weeds, and cattle...",Replace mention of 'oats' with a currently-sold product or remove section
4,Common Pasture Weeds: Identification and Control Strategies,https://naturesseed.com/?p=444484,SchemaGapRule,info,No <h1> tag found,Add an H1 heading that includes the target keyword
4,Common Pasture Weeds: Identification and Control Strategies,https://naturesseed.com/?p=444484,SchemaGapRule,info,No JSON-LD structured data,Add Article or HowTo JSON-LD schema markup
5,How to Water Grass Seed the Right Way: Techniques for Stronger Growth,https://naturesseed.com/?p=444481,DeadInternalLinkRule,critical,https://naturesseed.com/,Fix or remove broken internal link to https://naturesseed.com/
5,How to Water Grass Seed the Right Way: Techniques for Stronger Growth,https://naturesseed.com/?p=444481,DiscontinuedProductRule,critical,grass seed is,Replace mention of 'timothy' with a currently-sold product or remove section
5,How to Water Grass Seed the Right Way: Techniques for Stronger Growth,https://naturesseed.com/?p=444481,MissingProductCardRule,warning,grass seed has,Add a product card or CTA linking to https://naturesseed.com/products/pasture-seed/bahia-grass/
5,How to Water Grass Seed the Right Way: Techniques for Stronger Growth,https://naturesseed.com/?p=444481,MissingProductCardRule,warning,grass seed is,Add a product card or CTA linking to https://naturesseed.com/products/wildflower-seed/blue-eyed-grass/
5,How to Water Grass Seed the Right Way: Techniques for Stronger Growth,https://naturesseed.com/?p=444481,SchemaGapRule,info,No <h1> tag found,Add an H1 heading that includes the target keyword
5,How to Water Grass Seed the Right Way: Techniques for Stronger Growth,https://naturesseed.com/?p=444481,SchemaGapRule,info,No JSON-LD structured data,Add Article or HowTo JSON-LD schema markup
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DeadInternalLinkRule,critical,https://naturesseed.com/grass-seed/zoysia-grass/,Fix or remove broken internal link to https://naturesseed.com/grass-seed/zoysia-grass/
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DeadInternalLinkRule,critical,https://naturesseed.com/grass-seed/buffalograss/,Fix or remove broken internal link to https://naturesseed.com/grass-seed/buffalograss/
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DeadInternalLinkRule,critical,https://naturesseed.com/grass-seed/bermuda-grass/,Fix or remove broken internal link to https://naturesseed.com/grass-seed/bermuda-grass/
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DeadInternalLinkRule,critical,https://naturesseed.com/grass-seed/kentucky-bluegrass/,Fix or remove broken internal link to https://naturesseed.com/grass-seed/kentucky-bluegrass/
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DeadInternalLinkRule,critical,https://naturesseed.com/pasture-seed/individual-pasture-species/tall-fescue/,Fix or remove broken internal link to https://naturesseed.com/pasture-seed/individual-pasture-species/tall-fescue/
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DeadInternalLinkRule,critical,https://naturesseed.com/grass-seed/bahia-grass/,Fix or remove broken internal link to https://naturesseed.com/grass-seed/bahia-grass/
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DeadInternalLinkRule,critical,https://naturesseed.com/grass-seed/fescue-grass/fine-fescue-grass-seed-mix/,Fix or remove broken internal link to https://naturesseed.com/grass-seed/fescue-grass/fine-fescue-grass-seed-mix/
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DeadInternalLinkRule,critical,https://naturesseed.com/,Fix or remove broken internal link to https://naturesseed.com/
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DeadInternalLinkRule,critical,https://naturesseed.com/grass-seed/,Fix or remove broken internal link to https://naturesseed.com/grass-seed/
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DiscontinuedProductRule,critical,.... Cool-Season Grasses Kentucky Bluegrass Perennial Ryegrass Tall Fescue Fine Fescue Warm-Season Grasses Bermudagrass Zoysiagrass Bu...,Replace mention of 'tall-fescue-seeds' with a currently-sold product or remove section
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DiscontinuedProductRule,critical,"...ue Fine Fescue Warm-Season Grasses Bermudagrass Zoysiagrass Buffalograss Bahia Grass Hot & Dry Climates (e.g., Arizona, Nevada, West...",Replace mention of 'buffalo-grass-seeds' with a currently-sold product or remove section
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DiscontinuedProductRule,critical,"...e Warm-Season Grasses Bermudagrass Zoysiagrass Buffalograss Bahia Grass Hot & Dry Climates (e.g., Arizona, Nevada, West Texas) Even...",Replace mention of 'bahia-grass' with a currently-sold product or remove section
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DiscontinuedProductRule,critical,...ennial Ryegrass Tall Fescue Fine Fescue Warm-Season Grasses Bermudagrass Zoysiagrass Buffalograss Bahia Grass Hot & Dry Climates (e....,Replace mention of 'products-pasture-seed-bermudagrass' with a currently-sold product or remove section
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DiscontinuedProductRule,critical,of grass seed,Replace mention of 'timothy' with a currently-sold product or remove section
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DiscontinuedProductRule,critical,kentucky bluegrass is a,Replace mention of 'kentucky-bluegrass' with a currently-sold product or remove section
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DiscontinuedProductRule,critical,and bermudagrass,Replace mention of 'common-bermudagrass' with a currently-sold product or remove section
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DiscontinuedProductRule,critical,fescue .,Replace mention of 'zorro-fescue' with a currently-sold product or remove section
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DiscontinuedProductRule,critical,bluegrass is,Replace mention of 'sandberg-bluegrass' with a currently-sold product or remove section
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DiscontinuedProductRule,critical,tall fescue is,Replace mention of 'k-31-tall-fescue-disabled' with a currently-sold product or remove section
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DiscontinuedProductRule,critical,tall fescue,Replace mention of 'small-fescue' with a currently-sold product or remove section
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DiscontinuedProductRule,critical,bahia grass,Replace mention of 'bahia-grass-seeds' with a currently-sold product or remove section
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,DiscontinuedProductRule,critical,of grass seeds,Replace mention of 'fakahatchee-grass-seeds' with a currently-sold product or remove section
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,MissingProductCardRule,warning,kentucky bluegrass is a,Add a product card or CTA linking to https://naturesseed.com/products/grass-seed/water-wise-bluegrass-blend/
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,MissingProductCardRule,warning,cool-season grasses kentucky bluegrass perennial ryegrass,Add a product card or CTA linking to https://naturesseed.com/products/grass-seed/kentucky-bluegrass-seed-blue-ribbon-mix/
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,MissingProductCardRule,warning,"...ht, and sandy or salty soil conditions. Cool-Season Grasses Kentucky Bluegrass Perennial Ryegrass Tall Fescue Fine Fescue Warm-Season Gras...",Add a product card or CTA linking to https://naturesseed.com/products/pasture-seed/kentucky-bluegrass/
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,MissingProductCardRule,warning,...lty soil conditions. Cool-Season Grasses Kentucky Bluegrass Perennial Ryegrass Tall Fescue Fine Fescue Warm-Season Grasses Bermudagrass Zo...,Add a product card or CTA linking to https://naturesseed.com/products/pasture-seed/perennial-ryegrass/
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,MissingProductCardRule,warning,buffalograss and,Add a product card or CTA linking to https://naturesseed.com/products/pasture-seed/buffalograss/
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,MissingProductCardRule,warning,of grass seed,Add a product card or CTA linking to https://naturesseed.com/products/wildflower-seed/blue-eyed-grass/
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,SchemaGapRule,info,No <h1> tag found,Add an H1 heading that includes the target keyword
6,Best Grass Seed for Your Climate,https://naturesseed.com/?p=441660,SchemaGapRule,info,No JSON-LD structured data,Add Article or HowTo JSON-LD schema markup
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DeadInternalLinkRule,critical,https://naturesseed.com/grass-seed/fescue-grass/,Fix or remove broken internal link to https://naturesseed.com/grass-seed/fescue-grass/
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DeadInternalLinkRule,critical,https://naturesseed.com/pasture-seed/cattle-pastures/,Fix or remove broken internal link to https://naturesseed.com/pasture-seed/cattle-pastures/
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DeadInternalLinkRule,critical,https://naturesseed.com/grass-seed/kentucky-bluegrass/,Fix or remove broken internal link to https://naturesseed.com/grass-seed/kentucky-bluegrass/
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DeadInternalLinkRule,critical,https://naturesseed.com/pasture-seed/horse-pastures/?_gl=1*g4hv43*_gcl_au*MTY3ODYyOTE5Ny4xNzQ2NDYwMjAw*_ga*OTk0NjA0NTcwLjE3MTI4NzI2NjU.*_ga_WGTSPJ0ESZ*MTc0NjQ2MDE5OS40Ny4xLjE3NDY0NjAyMDcuNTIuMC44OTU0NDY5MQ..,Fix or remove broken internal link to https://naturesseed.com/pasture-seed/horse-pastures/?_gl=1*g4hv43*_gcl_au*MTY3ODYyOTE5Ny4xNzQ2NDYwMjAw*_ga*OTk0NjA0NTcwLjE3MTI4NzI2NjU.*_ga_WGTSPJ0ESZ*MTc0NjQ2MDE5OS40Ny4xLjE3NDY0NjAyMDcuNTIuMC44OTU0NDY5MQ..
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DeadInternalLinkRule,critical,https://www.naturesseed.com/,Fix or remove broken internal link to https://www.naturesseed.com/
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DeadInternalLinkRule,critical,https://naturesseed.com/?_gl=1*1ou43h*_gcl_au*MTY3ODYyOTE5Ny4xNzQ2NDYwMjAw*_ga*OTk0NjA0NTcwLjE3MTI4NzI2NjU.*_ga_WGTSPJ0ESZ*czE3NDc4NDgzNTAkbzUzJGcxJHQxNzQ3ODQ5ODEyJGo2MCRsMCRoMzU5MjM0OTUkZEVlZzl5RDRtQlFRR08yRm1FMGxUVmN1eXpVRTBXbzN3SlE.,Fix or remove broken internal link to https://naturesseed.com/?_gl=1*1ou43h*_gcl_au*MTY3ODYyOTE5Ny4xNzQ2NDYwMjAw*_ga*OTk0NjA0NTcwLjE3MTI4NzI2NjU.*_ga_WGTSPJ0ESZ*czE3NDc4NDgzNTAkbzUzJGcxJHQxNzQ3ODQ5ODEyJGo2MCRsMCRoMzU5MjM0OTUkZEVlZzl5RDRtQlFRR08yRm1FMGxUVmN1eXpVRTBXbzN3SlE.
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DiscontinuedProductRule,critical,"...tritional value, but requires more moisture. Endophyte-Free Tall Fescue : Offers excellent persistence and grazing tolerance withou...",Replace mention of 'tall-fescue-seeds' with a currently-sold product or remove section
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DiscontinuedProductRule,critical,"...erant. It’s especially valuable in spring and early summer. Smooth Bromegrass : Winter-hardy and productive, bromegrass offers a hig...",Replace mention of 'smooth-brome' with a currently-sold product or remove section
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DiscontinuedProductRule,critical,"...ve in northern climates, while warm-season options (such as bermudagrass or switchgrass) do better in the south. Rainfall and Irriga...",Replace mention of 'products-pasture-seed-bermudagrass' with a currently-sold product or remove section
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DiscontinuedProductRule,critical,"...limates, while warm-season options (such as bermudagrass or switchgrass) do better in the south. Rainfall and Irrigation : If your ...",Replace mention of 'switch-grass-seeds' with a currently-sold product or remove section
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DiscontinuedProductRule,critical,"...and palatable, though it requires good moisture management. Timothy Grass : Excellent for hay and grazing, though less tolerant...",Replace mention of 'timothy-seeds' with a currently-sold product or remove section
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DiscontinuedProductRule,critical,"...azing pressure and regrow quickly. Popular options include: Orchardgrass : Fast-growing, palatable, and drought-tolerant. It’s espec...",Replace mention of 'orchardgrass-seeds' with a currently-sold product or remove section
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DiscontinuedProductRule,critical,a seed mix,Replace mention of 'northwest-seed-mix' with a currently-sold product or remove section
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DiscontinuedProductRule,critical,timothy grass :,Replace mention of 'timothy' with a currently-sold product or remove section
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DiscontinuedProductRule,critical,as bermudagrass,Replace mention of 'common-bermudagrass' with a currently-sold product or remove section
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DiscontinuedProductRule,critical,ryegrass :,Replace mention of 'annual-ryegrass' with a currently-sold product or remove section
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DiscontinuedProductRule,critical,fescue :,Replace mention of 'zorro-fescue' with a currently-sold product or remove section
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DiscontinuedProductRule,critical,bluegrass :,Replace mention of 'sandberg-bluegrass' with a currently-sold product or remove section
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DiscontinuedProductRule,critical,tall fescue :,Replace mention of 'k-31-tall-fescue-disabled' with a currently-sold product or remove section
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DiscontinuedProductRule,critical,cattle cattle,Replace mention of 'cattle-spinach' with a currently-sold product or remove section
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,DiscontinuedProductRule,critical,tall fescue,Replace mention of 'small-fescue' with a currently-sold product or remove section
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,MissingProductCardRule,warning,pasture seed mix for cattle and,Add a product card or CTA linking to https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-cold-warm-season/
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,MissingProductCardRule,warning,orchardgrass :,Add a product card or CTA linking to https://naturesseed.com/products/pasture-seed/orchardgrass/
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,MissingProductCardRule,warning,"...nd grazing, though less tolerant to drought or overgrazing. Kentucky Bluegrass : Ideal for rotational grazing and withstands trampling wel...",Add a product card or CTA linking to https://naturesseed.com/products/pasture-seed/kentucky-bluegrass/
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,MissingProductCardRule,warning,...egrass offers a high yield and withstands frequent grazing. Perennial Ryegrass : Known for quick establishment and excellent nutritional v...,Add a product card or CTA linking to https://naturesseed.com/products/pasture-seed/perennial-ryegrass/
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,SchemaGapRule,info,No <h1> tag found,Add an H1 heading that includes the target keyword
7,Choosing the Right Pasture Seed Mix for Your Livestock,https://naturesseed.com/?p=441653,SchemaGapRule,info,No JSON-LD structured data,Add Article or HowTo JSON-LD schema markup
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,DeadInternalLinkRule,critical,https://naturesseed.com/pasture-seed/,Fix or remove broken internal link to https://naturesseed.com/pasture-seed/
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,DeadInternalLinkRule,critical,https://naturesseed.com/pasture-seed/individual-pasture-species/cowpeas/,Fix or remove broken internal link to https://naturesseed.com/pasture-seed/individual-pasture-species/cowpeas/
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,DeadInternalLinkRule,critical,https://naturesseed.com/pasture-seed/individual-pasture-species/collards/,Fix or remove broken internal link to https://naturesseed.com/pasture-seed/individual-pasture-species/collards/
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,DeadInternalLinkRule,critical,https://naturesseed.com/pasture-seed/individual-pasture-species/basin-wildrye/,Fix or remove broken internal link to https://naturesseed.com/pasture-seed/individual-pasture-species/basin-wildrye/
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,DeadInternalLinkRule,critical,https://naturesseed.com/pasture-seed/individual-pasture-species/common-vetch/,Fix or remove broken internal link to https://naturesseed.com/pasture-seed/individual-pasture-species/common-vetch/
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,DeadInternalLinkRule,critical,https://naturesseed.com/,Fix or remove broken internal link to https://naturesseed.com/
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,DiscontinuedProductRule,critical,...st common types of pasture grass for high traffic areas are tall fescue and perennial ryegrass. Both varieties are durable and can ...,Replace mention of 'tall-fescue-seeds' with a currently-sold product or remove section
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,DiscontinuedProductRule,critical,"...f land that sees a lot of animal activity. Horses, cattle, goats, sheep, pigs, chickens, and other grazing animals all benef...",Replace mention of 'oats' with a currently-sold product or remove section
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,DiscontinuedProductRule,critical,"... in mixes that contain other foraging plants like cowpeas , collards , wildrye , and common vetch . These plants are highly dura...",Replace mention of 'collards-disabled' with a currently-sold product or remove section
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,DiscontinuedProductRule,critical,"...her foraging plants like cowpeas , collards , wildrye , and common vetch . These plants are highly durable, help support pasture gra...",Replace mention of 'common-vetch-disabled' with a currently-sold product or remove section
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,DiscontinuedProductRule,critical,"...often sold in mixes that contain other foraging plants like cowpeas , collards , wildrye , and common vetch . These plants are ...",Replace mention of 'cowpeas-disabled' with a currently-sold product or remove section
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,DiscontinuedProductRule,critical,perennial ryegrass perennial ryegrass,Replace mention of 'perennial-ryegrass-seed-blend-2' with a currently-sold product or remove section
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,DiscontinuedProductRule,critical,grass seed is,Replace mention of 'timothy' with a currently-sold product or remove section
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,DiscontinuedProductRule,critical,", wildrye",Replace mention of 'russian-wildrye-disabled' with a currently-sold product or remove section
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,DiscontinuedProductRule,critical,tall fescue is,Replace mention of 'k-31-tall-fescue-disabled' with a currently-sold product or remove section
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,DiscontinuedProductRule,critical,tall fescue,Replace mention of 'small-fescue' with a currently-sold product or remove section
8,Pasture Grasses for High Traffic Areas,https://naturesseed.com/?p=441007,MissingProductCardRule,warning,perennial ryegrass perennial ryegrass,Add a product card or CTA linking to https://naturesseed.com/products/grass-seed/perennial-ryegrass-seed-blend/
